u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,access,bridge,tunnel,width,junction
42429659,42429657,0,194923795,residential,25,West 18th Street,True,False,309.39487494660784,,,,,,,
42429659,42430263,0,"[1266830888, 1266830889]",secondary,25,6th Avenue,True,False,73.96071975685335,5,,,,,,
42429661,42429659,0,194923795,residential,25,West 18th Street,True,False,274.03852604138035,,,,,,,
42429661,42439275,0,852992102,secondary,25,7th Avenue,True,False,74.35005778754716,3,,,,,,
42429662,42429661,0,194923795,residential,25,West 18th Street,True,False,273.56297978307174,,,,,,,
42429662,42435610,0,"[420598335, 465098271]",secondary,25,8th Avenue,True,False,74.69379058030182,"['4', '3']",,,,,,
42429663,42429662,0,194923795,residential,25,West 18th Street,True,False,278.27777522243093,,,,,,,
42429663,42439280,0,194923812,secondary,25,9th Avenue,True,False,74.79635582627705,,,,,,,
42429664,42429663,0,127693199,unclassified,25,West 18th Street,True,False,269.7033809011052,,,,,,,
42429664,42454381,0,127693200,primary,25,10th Avenue,True,False,74.25195698334613,4,,,,,,
42429680,42429682,0,5669841,residential,25,East 70th Street,True,False,154.01544947789174,1,,,,,,
42429680,42455693,0,195743339,secondary,25,5th Avenue,True,False,79.13972192446252,3,,,,,,
42429682,596776009,0,5669841,residential,25,East 70th Street,True,False,146.27815168715134,1,,,,,,
42429682,42445227,0,195743185,secondary,25,Madison Avenue,True,False,80.28187305119476,4,,,,,,
42429685,42429688,0,5669841,residential,25,East 70th Street,True,False,147.40902444544363,1,,,,,,
42429685,42445230,0,686125782,primary,25,Park Avenue,True,False,81.19125385093953,3,,,,,,
42429688,42429690,0,5669841,residential,25,East 70th Street,True,False,153.6014764031097,1,,,,,,
42429688,42447076,0,1106469542,secondary,25,Lexington Avenue,True,False,79.19519183897042,3,,,,,,
42429690,42429693,0,5669841,residential,25,East 70th Street,True,False,215.3140172520417,1,,,,,,
42429690,42445236,0,1059545194,primary,,3rd Avenue,True,False,80.96810266630561,4,,,,,,
42429693,42429694,0,5669841,residential,25,East 70th Street,True,False,231.1414271931671,1,,,,,,
42429693,42443000,0,461593093,primary,25,2nd Avenue,True,False,79.28922352391854,4,,,,,,
42429694,42428003,0,"[968393481, 1032451923]",residential,25,East 70th Street,True,False,215.34390257797116,"['2', '3']",,,,,,
42429694,42445247,0,"[968393482, 421853965]",primary,25,1st Avenue,True,False,81.4041249761303,5,,,,,,
42429700,42430231,0,25199402,residential,25,West 4th Street,True,False,19.547956078889108,,,,,,,
42429701,42429700,0,5669842,residential,25,Cornelia Street,True,False,167.82613623490602,,,,,,,
42429701,42431777,0,467222812,residential,25,Bleecker Street,True,False,26.01696184460524,1,,,,,,
42429703,42429704,0,5669846,tertiary,,West 218th Street,False,False,173.7758683051145,,,,,,,
42429703,42444880,0,5671259,tertiary,,9th Avenue,False,False,120.29107201392533,,,,,,,
42429703,42444884,0,5671259,tertiary,,9th Avenue,False,True,82.76392604055421,,,,,,,
42429704,1544809885,0,165399494,tertiary,,West 218th Street,False,False,13.077851450236347,,,,,,,
42429704,42429703,0,5669846,tertiary,,West 218th Street,False,True,173.7758683051145,,,,,,,
42429704,42429255,0,680889023,primary,,Broadway,True,False,85.4895481577949,3,US 9,,,,,
42429705,42434372,0,164875073,residential,20,Park Terrace East,True,False,85.02750524158135,,,,,,,
42429705,42429707,0,833386644,tertiary,20,West 218th Street,False,False,117.52166374630738,,,,,,,
42429705,1544809885,0,"[902816137, 47845066, 1349640014]",tertiary,,West 218th Street,False,True,90.04237355250251,,,,,,,
42429707,42429708,0,833386644,tertiary,20,West 218th Street,False,False,86.6883188018167,,,,,,,
42429707,42429705,0,833386644,tertiary,20,West 218th Street,False,True,117.52166374630738,,,,,,,
42429708,42454538,0,47845042,tertiary,20,Seaman Avenue,False,True,162.74017534897123,,,,,,,
42429708,42429709,0,132500932,tertiary,20,West 218th Street,False,False,122.55383303795797,,,,,,,
42429708,42429707,0,833386644,tertiary,20,West 218th Street,False,True,86.6883188018167,,,,,,,
42429709,42432882,0,5670141,residential,20,Indian Road,True,False,120.18193608252201,,,,,,,
42429709,42429708,0,132500932,tertiary,20,West 218th Street,False,True,122.55383303795799,,,,,,,
42429727,42445215,0,"[420878112, 420878096, 1034716084]",secondary,,Malcolm X Boulevard,True,False,79.71711893494671,"['2', '3']",,,,,,
42429727,2099150501,0,845942677,residential,,West 120th Street,True,False,150.38469608090625,1,,,,,,
42429735,42432905,0,"[420882490, 420882491, 420882493]",secondary,25,Saint Nicholas Avenue,False,False,93.6795457967654,3,,,,,,
42429735,4163940359,0,660671382,residential,,West 120th Street,True,False,204.3918969769302,1,,,,,,
42429735,42432900,0,671845942,secondary,25,Saint Nicholas Avenue,False,True,92.59872717501734,2,,,,,,
42429741,42429735,0,5669850,residential,,West 120th Street,True,False,61.96253194395807,1,,,,,,
42429741,42435775,0,806169765,secondary,25,Frederick Douglass Boulevard,False,True,80.01282819115193,2,,,,,,
42429741,42435785,0,"[569369536, 848011475]",secondary,25,Frederick Douglass Boulevard,False,False,79.57579163463873,2,,,,,,
42429744,42429741,0,5669850,residential,,West 120th Street,True,False,139.91808284744602,1,,,,,,
42429744,42445219,0,195743187,residential,25,Manhattan Avenue,False,False,78.96029174755898,2,,,,,,
42429744,42447330,0,195743187,residential,25,Manhattan Avenue,False,True,80.54017371378715,2,,,,,,
42429747,42429744,0,5669850,residential,,West 120th Street,True,False,133.89626985198043,1,,,,,,
42429747,42440131,0,5670859,residential,,Morningside Avenue,False,False,79.37842561413537,,,,,,,
42429747,42440125,0,5670859,residential,,Morningside Avenue,False,True,79.69504163894698,,,,,,,
42429752,1773076511,0,5669892,primary,25,Kenmare Street,False,True,11.017953662499432,2,,,,,,
42429752,42430030,0,5669892,primary,25,Kenmare Street,False,False,78.77762438062976,2,,,,,,
42429752,1773076513,0,420355077,primary,25,Bowery,True,False,59.27748260492666,3,,,,,,
42429754,486869282,0,46139043,secondary,25,Chrystie Street,False,False,16.961293430472015,,,,,,,
42429754,486867432,0,485165667,primary,25,Delancey Street,True,False,69.91839043595925,3,,,,,,
42429754,42432085,0,"[1317744350, 1317744351]",secondary,25,Chrystie Street,False,True,99.10733304497923,"['2', '3']",,,,,,
42429756,42437111,0,40709928,residential,25,Forsyth Street,True,False,144.27642258724094,1,,,,,,
42429756,486869282,0,420354140,primary,25,Delancey Street,True,False,70.08796850888666,4,,,,,,
42429762,486868830,0,46139047,primary,25,Allen Street,True,False,17.122273149320762,,,,,,,
42429762,486867490,0,451954060,primary,25,Delancey Street,True,False,42.714811824249466,3,,,,,,
42429766,486868830,0,488272734,primary,25,Delancey Street,True,False,43.12551762471457,4,,,,,,
42429766,42437106,0,"[496988369, 384898122]",residential,25,Orchard Street,True,False,143.42192887331277,,,,,,,
42429769,42429766,0,446864090,primary,25,Delancey Street,True,False,68.66515742229048,4,,,,,,
42429769,486867459,0,446864091,residential,25,Ludlow Street,True,False,17.31422896360429,,,,,,,
42429773,42429769,0,40337681,primary,25,Delancey Street,True,False,73.60008821736376,4,,,,,,
42429773,486867513,0,231393430,residential,25,Essex Street,False,True,17.681989197645418,,,,,,,
42429773,42437084,0,"[1317731497, 421826773, 1317731495]",primary,25,Essex Street,False,False,143.48793233546172,3,,,,,,
42429782,42429773,0,420354145,primary,25,Delancey Street,True,False,71.60486052890064,4,,,,,,
42429782,42437082,0,1354943102,residential,25,Norfolk Street,True,False,143.43357751914294,,,,,,,
42429806,42435534,0,5670633,residential,25,Ridge Street,True,False,57.183242686767784,,,,,,,
42429806,5173594703,0,492148700,residential,25,Delancey Street,True,False,75.0151225858911,1,,,,,,
42429809,4300940094,0,1039050546,residential,25,Delancey Street,True,False,37.052447252079446,2,,,,,,
42429809,42435538,0,5671404,residential,25,Willett Street,True,False,64.28253729215794,,,,,,,
42429811,42429809,0,5669860,residential,25,Delancey Street,True,False,77.24689104477561,1,,,,,,
42429812,42429811,0,5669860,residential,25,Delancey Street,True,False,78.54350915819587,1,,,,,,
42429812,42435544,0,5671756,residential,25,Columbia Street,True,False,64.3635430250323,,,,,,,
42429812,42437118,0,46349386,residential,25,Columbia Street,False,False,131.69124651138003,2,,,,,,
42429814,42429812,0,481962896,residential,25,Delancey Street,True,False,149.56285998501806,,,,,,,
42429819,42435553,0,5671061,residential,25,Baruch Drive,True,False,64.7667307786251,,,,,,,
42429819,42429814,0,194923761,residential,25,Delancey Street,True,False,77.03515473938803,,,,,,,
42429825,42439371,0,165886328,residential,,Hancock Place,True,False,93.84696773334132,,,,,,,
42429825,42440144,0,439801905,residential,,Morningside Avenue,False,False,45.62800962602152,,,,,,,
42429825,42440138,0,439801905,residential,,Morningside Avenue,False,True,40.104760307267156,,,,,,,
42429829,42429830,0,5669866,residential,20,Thomas Street,True,False,46.70057206271484,,,,,,,
42429830,42429832,0,5669866,residential,20,Thomas Street,True,False,126.88697205483064,,,,,,,
42429830,42452817,0,"[903589929, 1084033950]",secondary,20,Church Street,True,False,70.60028217662735,3,,,,,,
42429832,42429833,0,5669866,residential,20,Thomas Street,True,False,102.6106275686058,,,,,,,
42429832,42430557,0,1022549185,secondary,20,West Broadway,True,False,67.34015052514584,2,,,,,,
42429833,42436326,0,124814435,secondary,20,Hudson Street,True,False,37.785113546582025,,,,,,,
42429838,42428371,0,847932330,residential,20,Pine Street,True,False,113.26722698894842,1,,,,,,
42429838,42434410,0,1135576504,residential,20,Nassau Street,True,False,54.31320327157026,1,,,,,,
42429840,42434420,0,526839039,residential,20,William Street,True,False,56.79582489484035,1,,,,,,
42429840,42429838,0,1127576696,residential,20,Pine Street,True,False,130.90484355538993,1,,,,,,
42429842,42429840,0,847932331,residential,20,Pine Street,True,False,164.23201340440005,1,,,,,,
42429842,42444414,0,1151034558,residential,20,Pearl Street,True,False,70.80729296634196,1,,,,,,
42429844,42429842,0,46154338,residential,20,Pine Street,True,False,75.97800372911492,1,,,,,,
42429844,42454798,0,525656847,primary,20,Water Street,False,True,84.24287854265299,4,,,,,,
42429844,42453902,0,"[524610937, 669685948]",primary,20,Water Street,False,False,74.77320368936408,4,,,,,,
42429874,42429876,0,5669875,residential,25,East 26th Street,True,False,154.4156919687148,1,,,,,,
42429874,7372860100,0,68668552,secondary,25,5th Avenue,True,False,23.13876987743168,4,,,,,,
42429876,42445885,0,196117042,secondary,25,Madison Avenue,True,False,79.22854808681862,3,,,,,,
42429876,4597668032,0,464683321,residential,25,East 26th Street,True,False,149.21019891246368,,,,,,,
42429888,42454522,0,196117051,primary,25,Park Avenue South,True,False,78.36960447766583,3,,,,,,
42429888,42429890,0,1051841858,residential,25,East 26th Street,True,False,149.61211167142858,,,,,,,
42429890,42429896,0,428569470,residential,25,East 26th Street,True,False,153.97511587258057,1,,,,,,
42429890,2302133933,0,871725893,secondary,25,Lexington Avenue,True,False,78.20243079458389,3,,,,,,
42429896,42429900,0,597821267,residential,25,East 26th Street,True,False,216.15738383345249,1,,,,,,
42429896,42449918,0,"[1316299824, 1316299829]",primary,25,3rd Avenue,True,False,77.62474478815933,"['6', '7']",,,,,,
42429900,42429910,0,"[380096992, 619277987]",residential,25,East 26th Street,False,False,128.95074420295182,2,,,,,,
42429900,42442891,0,420872193,primary,25,2nd Avenue,True,False,77.8285267242074,5,,,,,,
42429910,42429918,0,619277987,residential,25,East 26th Street,False,False,100.50592049791732,,,,,,,
42429910,42429900,0,"[380096992, 619277987]",residential,25,East 26th Street,False,True,128.95074420295182,2,,,,,,
42429918,42446293,0,"[1027227125, 194923807]",primary,25,1st Avenue,True,False,157.40069057550517,4,,,,,,
42429918,42429910,0,619277987,residential,25,East 26th Street,False,True,100.50592049791732,,,,,,,
42429946,42458728,0,47845025,tertiary,20,Seaman Avenue,False,True,184.033805279631,,,,,,,
42429946,42454538,0,440122904,tertiary,20,Seaman Avenue,False,False,80.99675494188672,,,,,,,
42429960,42439432,0,326119844,primary,,10th Avenue,False,True,80.72174074338217,2,,,,,,
42429960,42454553,0,326119844,primary,,10th Avenue,False,False,84.6883344849011,2,,,,,,
42429970,42456683,0,195743342,secondary,25,5th Avenue,True,False,79.4184327362818,3,,,,,,
42429971,42429970,0,46522160,residential,,East 63rd Street,True,False,154.59492115538956,,,,,,,
42429971,42431650,0,458180199,secondary,25,Madison Avenue,True,False,79.71814307100229,3,,,,,,
42429974,596775998,0,46522160,residential,,East 63rd Street,True,False,17.481536961113342,,,,,,,
42429974,42431652,0,671208358,primary,25,Park Avenue,True,False,79.69645678485598,3,,,,,,
42429976,42429974,0,46522160,residential,,East 63rd Street,True,False,147.3724267338625,,,,,,,
42429976,42447030,0,420496091,secondary,25,Lexington Avenue,True,False,79.57941819121334,3,,,,,,
42429980,42429976,0,46522160,residential,,East 63rd Street,True,False,154.99898528928557,,,,,,,
42429980,42431656,0,497251086,primary,,3rd Avenue,True,False,79.44358336531565,4,,,,,,
42429981,42429980,0,46522160,residential,,East 63rd Street,True,False,215.94876058272155,,,,,,,
42429981,42442963,0,"[1030119889, 686125787]",primary,25,2nd Avenue,True,False,78.93338915937805,5,,,,,,
42429986,42431661,0,968393467,primary,25,1st Avenue,True,False,78.26435705475595,5,,,,,,
42429986,6744466013,0,"[1049843664, 1049843665]",tertiary,,East 63rd Street,True,False,138.8180895983577,"['2', '3']",,,,,,
42429999,42442417,0,808055023,primary,25,Amsterdam Avenue,True,False,79.70604719594482,3,,,,,,
42430004,42429562,0,"[1149017144, 1149017145, 1149017114, 587038051]",secondary,20,Church Street,True,False,70.2762438770544,3,,,,,,
42430004,2821304138,0,"[1330602153, 1330602154, 1096304299, 587038050]",residential,20,Park Place,False,"[False, True]",154.62919341378318,2,,,,,,
42430007,42430004,0,1334995999,residential,20,Park Place,True,False,130.605303895151,1,,,,,,
42430007,42454401,0,"[1337942884, 941936918]",residential,20,West Broadway,True,False,68.90662745122752,2,,,,,,
42430009,42430007,0,5669882,residential,20,Park Place,True,False,95.3634666210902,1,,,,,,
42430009,272194254,0,46171884,residential,20,Greenwich Street,True,False,80.53328686582816,,,,,,,
42430022,42430023,0,5669886,residential,25,South Pinehurst Avenue,False,False,25.445203396065594,,,,,,,
42430023,42430022,0,5669886,residential,25,South Pinehurst Avenue,False,True,25.445203396065594,,,,,,,
42430023,42427164,0,5670495,residential,25,West 176th Street,True,False,79.21239815244944,1,,,,,,
42430030,42430034,0,5669892,primary,25,Kenmare Street,False,False,72.30809360133074,2,,,,,,
42430030,42429752,0,5669892,primary,25,Kenmare Street,False,True,78.77762438062976,2,,,,,,
42430030,42442230,0,188559800,residential,25,Elizabeth Street,True,False,79.18082975538758,,,,,,,
42430034,42430038,0,5669892,primary,25,Kenmare Street,False,False,76.03325754086853,2,,,,,,
42430034,42430030,0,5669892,primary,25,Kenmare Street,False,True,72.30809360133074,2,,,,,,
42430034,42432178,0,5670092,residential,25,Mott Street,True,False,82.90630913543383,1,,,,,,
42430038,42430041,0,5669892,primary,25,Kenmare Street,False,False,76.17679290461015,2,,,,,,
42430038,42430034,0,5669892,primary,25,Kenmare Street,False,True,76.03325754086855,2,,,,,,
42430038,5159433792,0,847931436,residential,25,Mulberry Street,True,False,90.43167806364052,1,,,,,,
42430041,42430038,0,5669892,primary,25,Kenmare Street,False,True,76.17679290461015,2,,,,,,
42430041,42430044,0,991205021,primary,25,Kenmare Street,False,False,36.71306572311164,2,,,,,,
42430041,42442247,0,991205022,secondary,25,Cleveland Place,True,False,96.43998595776316,1,,,,,,
42430044,42430041,0,991205021,primary,25,Kenmare Street,False,True,36.71306572311163,2,,,,,,
42430044,42432165,0,1051858090,primary,25,Lafayette Street,True,False,67.6671775647825,3,,,,,,
42430050,42439553,0,587061856,secondary,25,5th Avenue,True,False,80.19261006666609,3,,,,,,
42430052,42430050,0,541331866,residential,,East 75th Street,True,False,153.8223806443789,,,,,,,
42430052,42446013,0,587061858,secondary,25,Madison Avenue,True,False,81.04501648890009,3,,,,,,
42430056,596776046,0,46694757,residential,,East 75th Street,True,False,17.564530661619802,,,,,,,
42430056,42454691,0,686125782,primary,25,Park Avenue,True,False,80.7991891097192,3,,,,,,
42430060,42430056,0,46694757,residential,,East 75th Street,True,False,148.08528278578763,,,,,,,
42430060,42439559,0,387128267,secondary,25,Lexington Avenue,True,False,81.03312966468134,3,,,,,,
42430063,42430060,0,46694757,residential,,East 75th Street,True,False,154.3058802388161,,,,,,,
42430063,42450009,0,1229099859,primary,25,3rd Avenue,True,False,80.59581713295597,4,,,,,,
